node_id,type,latitude,longitude,damage_severity,current_capacity
0,relief_camp,27.754791209711193,85.23998164049502,0.8262919241943578,300
1,road_intersection,27.68777568795041,85.2014724539502,0.8961607718397667,39
2,road_intersection,27.771719583982275,85.35738487550043,0.14024908899861077,16
3,relief_camp,27.739473605811874,85.33297017131841,0.5540361435390494,293
4,relief_camp,27.61883546957753,85.34103307572526,0.10857574113544355,165
5,relief_camp,27.79512447032735,85.3561458062044,0.6722400930398117,165
6,road_intersection,27.75222794039807,85.29178315510767,0.2812337838390083,22
7,road_intersection,27.75721286105539,85.31374823919057,0.6594226346919018,7
8,hospital,27.62562272653511,85.22795939962553,0.7269946142868826,191
9,relief_camp,27.690077187579114,85.22290601470719,0.768647491917657,33
10,road_intersection,27.674159604846515,85.33368059235809,0.10774094595589656,8
11,road_intersection,27.78535299776972,85.29421924122862,0.9160118451376079,11
12,road_intersection,27.72877302401613,85.31304722129623,0.23021399089488082,14
13,road_intersection,27.764552322654165,85.3529997714832,0.03741255617617978,6
14,road_intersection,27.688682839765466,85.32694366400011,0.5548524693914834,0
15,relief_camp,27.645447744356954,85.3107158801316,0.37092228386243875,213
16,relief_camp,27.710916957403168,85.31184143214908,0.8297897431324132,292
17,relief_camp,27.612763451220836,85.26079001961251,0.8082514720643018,63
18,road_intersection,27.765526234398514,85.20616356691359,0.31713889282271535,15
19,road_intersection,27.72633287982441,85.28734347784646,0.952899395069745,25
20,road_intersection,27.751617548017073,85.24291693456391,0.2909178381401186,47
21,road_intersection,27.670905193625973,85.28170572874492,0.5150571292317145,35
22,hospital,27.79413960487898,85.37068061465364,0.25596509056760275,165
23,road_intersection,27.77862422426444,85.24678789717306,0.9360435700489633,29
24,hospital,27.755676699414753,85.2116605483378,0.16460781758201815,112
25,road_intersection,27.63892774157039,85.2562767784044,0.04491061939232899,10
26,road_intersection,27.693344200745408,85.25871875155333,0.43509706000303794,44
27,hospital,27.608760753157444,85.33238330294537,0.992375564055837,171
28,hospital,27.63085789841351,85.31140643046825,0.891677266254914,53
29,road_intersection,27.73660979064849,85.35677964182128,0.7486080194569492,36
30,road_intersection,27.748952431181564,85.33286270806548,0.8907924908785249,4
31,relief_camp,27.793501946486842,85.28127737228802,0.8934466396978632,230
32,road_intersection,27.66516507162763,85.3628040769332,0.5188583603864491,42
33,road_intersection,27.674091941206974,85.23339458398154,0.315929051830793,6
34,road_intersection,27.693911162255162,85.20454241462677,0.772012432110988,22
35,hospital,27.637894271816858,85.21800957215513,0.6616612631677611,68
36,relief_camp,27.625984301067092,85.34447187011929,0.37365772887371007,183
37,road_intersection,27.695140985245185,85.29237544605027,0.09446666806151527,47
38,relief_camp,27.645381869810176,85.23225435580672,0.746789611349026,51
39,hospital,27.733962798936503,85.30020895502066,0.2624605159228647,110
40,road_intersection,27.687430383774466,85.23046242054264,0.9368131505337792,49
41,road_intersection,27.76653563921157,85.33926407501555,0.24097057500568475,15
42,relief_camp,27.74005302040045,85.2892312551148,0.12275793241148603,65
43,road_intersection,27.66247332827641,85.27620424521929,0.8311126721249061,24
44,road_intersection,27.76645196027904,85.26030241782958,0.15328431662449404,25
45,road_intersection,27.76095287149936,85.32605651862377,0.1792683081577391,33
46,road_intersection,27.677495675806036,85.27236252211067,0.5993827915208435,16
47,road_intersection,27.657665620786048,85.21752998386322,0.8745620408374645,48
48,road_intersection,27.736499100794994,85.2236011804241,0.19643466571457324,26
49,hospital,27.627950496721862,85.3923795329099,0.31032367290009477,93
