source_id,target_id,distance_km,is_blocked
290206276,290206277,0.0355709135951057,False
290206276,394770104,0.1099920564744548,False
290206277,395095715,0.0192122239569798,False
290206277,2623913446,0.0782945429404732,False
290206284,394662398,0.020949202576169,False
290206284,1468061840,0.0159077615166388,False
290206299,11278718443,0.0430843141886861,False
290206299,11278718454,0.2647941330149808,False
290206299,2625086510,0.1215207444154492,False
290206389,290206276,0.3982340002567331,False
290206389,2625241119,0.2135658060943194,False
290206389,2628272331,0.1228524279521421,False
290206405,2623843104,0.0206744611036253,False
290206405,2627558595,0.3727909951225389,False
290206405,2625319200,0.4799634607924017,False
290206412,394770097,0.4986464583323389,False
290206412,2625319200,0.1035205418019973,False
290206412,2623951366,0.4937864549385612,False
290206459,11330626881,0.234512892760295,False
290206459,11330626874,0.1580990757779998,False
290206459,2627558518,0.1659233978100744,False
290206506,2638943993,0.3836089085377562,False
290206506,2638943956,0.149933579215128,False
290206506,11330643412,0.3759683290573249,False
290206583,2592202720,0.0097724559915857,False
290206583,5870372409,0.4020381465448676,False
290206583,2592202701,0.0969120667342009,False
290206586,7517106895,0.3732421371821707,False
290206586,2592202696,0.0538498830444295,False
290206586,8023041748,0.4425784306192944,False
290206646,2645722012,0.104049997547229,False
290206646,11553176151,0.1272156053233265,False
290206646,2630200819,0.3797454739481257,False
290206695,5831290208,1.0959791146714806,False
290206695,5831289788,0.184730364902581,False
290206695,394800668,0.0409332538790952,False
290207300,5869694529,1.1129797152650929,False
290207300,5292876866,0.5927287423532964,False
290207300,5869697316,0.8704684652746916,False
290207400,5869694495,0.7500421746872117,False
290207400,5869694687,1.9623268401742904,False
290207400,5234412993,0.1044432426452792,False
290207613,5274683067,0.1905657598677368,False
290207613,4770534814,0.0394253086361154,False
290207613,11555389653,0.1225810462412733,False
290207628,5882977921,0.0688460015590955,False
290207628,7644039949,0.1854521862071794,False
290207628,5882978895,0.4413332546197373,False
290207636,4770534469,0.1079179185261825,False
290207636,5882977397,0.1101967162868166,False
290207636,5882977398,0.110916292096531,False
290207641,5882977904,0.0682619888236037,False
290207641,5882977397,0.0505917332144541,False
290207641,5882978072,0.4473609749264227,False
290207647,4770534509,0.0907908839392552,False
290207647,5882978072,0.0526230298740921,False
290207647,2487152126,0.0995759398174512,False
290207690,3074144731,0.0270620272341515,False
290207690,5273270463,0.0295091073744033,False
290207690,12464811182,0.0150952392610922,False
290207706,4770518264,0.145736615938594,False
290207706,290207708,0.0938809714494874,False
290207706,5232590436,0.1802305052164727,False
290207706,3251511475,0.2314019356554967,False
290207708,290207706,0.0938809714494874,False
290207708,5232591486,0.0595603828582063,False
290207708,1842326946,0.2349605364786479,False
290207761,7531310518,0.0453861255380301,False
290207761,5870260465,0.1649385997907061,False
290207761,5870260653,0.089027813988201,False
290207777,5870260450,0.168908182309251,False
290207777,7526386768,0.6150003607624239,False
290207777,5870260784,0.5502112648787296,False
290207785,5870260506,0.4022629582382102,False
290207785,5870260784,0.1846382111376229,False
