node_id,type,latitude,longitude,damage_severity,current_capacity
1,road_intersection,27.68777568795041,85.2014724539502,0.8961607718397667,39
4,relief_camp,27.61883546957753,85.34103307572526,0.1085757411354435,165
8,hospital,27.62562272653511,85.22795939962553,0.7269946142868826,191
9,relief_camp,27.690077187579117,85.22290601470719,0.768647491917657,33
15,relief_camp,27.645447744356957,85.3107158801316,0.3709222838624387,213
17,relief_camp,27.61276345122084,85.26079001961251,0.8082514720643018,63
21,road_intersection,27.670905193625973,85.28170572874492,0.5150571292317145,35
25,road_intersection,27.63892774157039,85.2562767784044,0.0449106193923289,10
26,road_intersection,27.693344200745408,85.25871875155333,0.4350970600030379,44
27,hospital,27.608760753157444,85.33238330294537,0.992375564055837,171
28,hospital,27.63085789841351,85.31140643046825,0.891677266254914,53
33,road_intersection,27.67409194120697,85.23339458398154,0.315929051830793,6
35,hospital,27.637894271816855,85.21800957215513,0.6616612631677611,68
36,relief_camp,27.62598430106709,85.34447187011929,0.37365772887371,183
37,road_intersection,27.695140985245185,85.29237544605027,0.0944666680615152,47
38,relief_camp,27.645381869810176,85.23225435580672,0.746789611349026,51
40,road_intersection,27.687430383774466,85.23046242054264,0.9368131505337792,49
43,road_intersection,27.66247332827641,85.27620424521929,0.8311126721249061,24
46,road_intersection,27.67749567580604,85.27236252211067,0.5993827915208435,16
47,road_intersection,27.657665620786048,85.21752998386322,0.8745620408374645,48
